,store_of_value,medium_of_exchange,smart_contracts,defi,governance,scalability,privacy,interoperability,data_storage,oracle
HBAR,0.05567925299137569,0.18206335216143485,0.13234294514083014,0.11165264431328895,0.050373060017182676,0.11390158106103786,0.09351425418509933,0.07726590680543635,0.125541949013046,0.05766505431126819
ICP,0.053798547179585016,0.14892677524102113,0.09825579226056756,0.069937851033123,0.05398526410852163,0.13885243431543876,0.07689760391779646,0.08554956887039977,0.2157565807408405,0.05803958233270627
IMX,0.08426905916226056,0.2637536221301141,0.10653766048100972,0.13444954197506795,0.03341897960452837,0.09650324120605619,0.056731281397269795,0.05227286254212316,0.12320613853349971,0.04885761296807053
LDO,0.07280117455525976,0.24797180777887898,0.1529382357765354,0.13309887208382207,0.08393527379647688,0.06292579208819576,0.04640873582073072,0.04188756307596551,0.08629387917906857,0.07173866584506634
LINK,0.04768677763577218,0.15648369722938657,0.13725711519232994,0.07324025343711454,0.02132907928378882,0.0745038792648566,0.06025763171700438,0.07507194306794204,0.13444148957488783,0.21972813359691706
LPT,0.046886728623247186,0.2963778168556517,0.12835361116343078,0.09629584333615109,0.01891792610668109,0.12476412389631136,0.04185034073525953,0.06666316326409093,0.1309796327232943,0.04891081329588213
MANA,0.0650108274185913,0.30578738038410036,0.08748072000831798,0.07488010126244381,0.015005662330225189,0.11567599292532835,0.06345058396669119,0.1268823978835506,0.09267450606357337,0.05315182775717784
MKR,0.06168101969644942,0.2804370220540298,0.14819361076588197,0.1720139463555579,0.0534594654418705,0.06024744285906424,0.030365865005979334,0.04311169959830444,0.06702514414040157,0.08346478408246084
NEAR,0.06098571836874145,0.25687847630838334,0.09027145448072559,0.10006478469842792,0.032481397371871536,0.12171571658945596,0.07181348061527036,0.0625801874379553,0.16329895220184806,0.03990983192732041
OCEAN,0.06548358967039916,0.20756049759879228,0.08107570907678296,0.09854185659682194,0.06216144438962766,0.07131785898925593,0.08813127504734382,0.09763091657716892,0.170879441470105,0.05721741058370215
OP,0.07042917995838113,0.2622416682597189,0.13049873010759747,0.12716003159779754,0.039971626588037726,0.09690627640301669,0.05106873186899976,0.07674373309590092,0.09934973993551001,0.04563028218503992
POL,0.07609667680268056,0.27834102290046653,0.1250621263605215,0.1425763892526891,0.02895469279775269,0.08656112643253831,0.05020730335143728,0.05805805858354049,0.10401720713342869,0.050125396384944794
RENDER,0.06840073845805256,0.22183395044635124,0.10893073124913355,0.10022525335629463,0.018433596268883676,0.20611275051249092,0.044253374631933726,0.10899599469373399,0.07435968861027226,0.0484539217728533
RPL,0.05633019264553783,0.26535525939823684,0.14398004935066389,0.11982921366955256,0.03970388490757477,0.09864247861860372,0.04829257606430162,0.06526686646818936,0.11996642570874166,0.042633053168597834
SAND,0.0789284283869613,0.2558316379260534,0.10162124559644423,0.10915416058543355,0.03883198757411465,0.08555204875102897,0.05941295091811587,0.09231157480231897,0.11898035903207617,0.05937560642745303
SC,0.06310384616339917,0.29610323975200803,0.07821812518228777,0.09764756846538404,0.015070771875516559,0.09424597772792373,0.04345810366252759,0.047178400540270816,0.23485009689941497,0.030123869731267527
SNX,0.06744519141845504,0.3690788370988184,0.07650051568813615,0.16330056732067422,0.026176410563318184,0.0872012738614587,0.03870124012492707,0.05373237209113988,0.06185820869009396,0.056005383142978406
SOL,0.04487732901453921,0.1601703643970467,0.09303560601405109,0.08214028809355106,0.07236715474343278,0.2042296742535324,0.04700674369344117,0.05301539750147502,0.19090104966903718,0.05225639261989338
STORJ,0.06005056541569004,0.15435066300581265,0.04558862433150442,0.05575971915857578,0.02397623203316127,0.16271112558748213,0.06813283594196583,0.07736501738048555,0.3033197192489234,0.04874549789639893
SUI,0.054062843332596616,0.1660293907916348,0.14812245383917025,0.0944190863957073,0.03831227640924574,0.13363959236770948,0.035288737721915084,0.08431334372812531,0.20189853503248706,0.04391374038140835
TRB,0.05928659175005672,0.21220623156601037,0.09124789807017498,0.09346041222949072,0.06922166763897722,0.06564718454117661,0.03517409859295457,0.056431167057895006,0.16983391384625027,0.14749083470701344
UNI,0.05152208610526045,0.2732529058523599,0.1640149599300391,0.14280631320821602,0.017702394922454682,0.05739240120154434,0.034881520766087463,0.0567052424212564,0.11509333187316208,0.08662884371961965
XMR,0.04890215864616347,0.29044805825740666,0.0498479747060243,0.08441993253230494,0.024837638739562278,0.09544158209211062,0.18884700825195966,0.0381442100584433,0.12833423249226428,0.05077720422376053
ZEC,0.0552153317588167,0.18817157274433444,0.10415662684447272,0.0834408081522153,0.03665196943039626,0.0960666276605005,0.09962042779147615,0.09022547598087842,0.1789490327360105,0.06750212690089885
